original_index,original_text,text,augmentation_type,is_augmented,example_very_unclear,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
107,But theres a serious obstacle holding it back the disturbing behaviour of a small minority of local men,But theres a serious obstacle holding it back the disturbing behaviour of a small minority of local men,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108,If the country is serious about becoming a toptier tourist hotspot this issue needs to be addressed headon,If the country is serious about becoming a toptier tourist hotspot this issue needs to be addressed headon,original,FALSE,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,The government should take action and enforce serious legal measures against them,The government should take action and enforce serious legal measures against them,original,FALSE,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,Now Im seriously seriously SERIOUSLY doubting you were raised in England Im not even basing that on the fact you look like youre trolling Im not even basing that on the fact that you logically would have brought it up much sooner than you have,Now Im seriously seriously SERIOUSLY doubting you were raised in England Im not even basing that on the fact you look like youre trolling Im not even basing that on the fact that you logically would have brought it up much sooner than you have,original,FALSE,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Hope its nothing serious,Hope its nothing serious,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
112,but seriously FTW,but seriously FTW,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,The only thing I do agree on is the fact that the better option is for us to not take the guy seriously so that they blow their fuse its their problem,The only thing I do agree on is the fact that the better option is for us to not take the guy seriously so that they blow their fuse its their problem,original,FALSE,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,How do you guys even think of it as a serious statement,How do you guys even think of it as a serious statement,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,They refuse to open up for the latest tech always deflecting under the guise of security But seriously its like an elders home in there with zero concept of digital transformation,They refuse to open up for the latest tech always deflecting under the guise of security But seriously its like an elders home in there with zero concept of digital transformation,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
116,I mean seriously the countyr does not even pay tax,I mean seriously the countyr does not even pay tax,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
117,Whats got into our heads seriously,Whats got into our heads seriously,original,FALSE,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
118,We do have some serious attitude and etiquette issues that need fixing,We do have some serious attitude and etiquette issues that need fixing,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
119,My parents and immediate family are now more understanding of it since I have more control of what I can and cannot consume and have set clear boundaries but when I was younger I was never taken seriously,My parents and immediate family are now more understanding of it since I have more control of what I can and cannot consume and have set clear boundaries but when I was younger I was never taken seriously,original,FALSE,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
122,Its about businesses not considering Sri Lanka as a serious market to capitalize and expand in,Its about businesses not considering Sri Lanka as a serious market to capitalize and expand in,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
123,I dont think they are being serious,I dont think they are being serious,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124,A line I heard from Ted the series,A line I heard from Ted the series,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,This was from the peacock series,This was from the peacock series,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,I already signed as a guarantor for another loan recently machan,I already signed as a guarantor for another loan recently machan,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
127,A simple no machan I cant,A simple no machan I cant,original,FALSE,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,A lot of Chinese are middle and lower middle income the country has a serious aging problem not enough new births and the workforce is shrinking so the economy is starting to stall,A lot of Chinese are middle and lower middle income the country has a serious aging problem not enough new births and the workforce is shrinking so the economy is starting to stall,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,Im a Brit here because nearly all of my close friends are Sri Lankans and I have been semiadopted by their families haha and Id seriously recommend to anyone wanting to move to the UK to think twice about it,Im a Brit here because nearly all of my close friends are Sri Lankans and I have been semiadopted by their families haha and Id seriously recommend to anyone wanting to move to the UK to think twice about it,original,FALSE,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,I stayed in SL for four months too and I can understand why youd want to emigrate given the economy but seriously read as much as you can about the economy politics immigration policies and culture before you move to the UK,I stayed in SL for four months too and I can understand why youd want to emigrate given the economy but seriously read as much as you can about the economy politics immigration policies and culture before you move to the UK,original,FALSE,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
131,The entire series of advertisements were quite funny even though u could see the punchline a mile away The old ninja mosquito coil ads when they 1st introduced the 12hour coil lol Sathen sathe rupiyalen rupiyala ad But as many said the lemon puff ad saga ft chandrakumara space voyage sl navy will always be my fav,The entire series of advertisements were quite funny even though u could see the punchline a mile away The old ninja mosquito coil ads when they 1st introduced the 12hour coil lol Sathen sathe rupiyalen rupiyala ad But as many said the lemon puff ad saga ft chandrakumara space voyage sl navy will always be my fav,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
132,A seriously dumb question When renewing the driving license is it only the medical test that you need to take or do you need to repeat the written exam actual driving test,A seriously dumb question When renewing the driving license is it only the medical test that you need to take or do you need to repeat the written exam actual driving test,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,Also KFC supports the genocide in Gazaexplore other options machan,Also KFC supports the genocide in Gazaexplore other options machan,original,FALSE,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
134,Revellos new Roccoa series very rich cocoa,Revellos new Roccoa series very rich cocoa,original,FALSE,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,When think about that its feels bit confusing about the safety requirement I mean defence ministry licence Ravanah,When think about that its feels bit confusing about the safety requirement I mean defence ministry licence Ravanah,original,FALSE,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Tag Serious replies only,Tag Serious replies only,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138,Relax machang our strongest weapon is a cup of coffee and some cheese kottu,Relax machang our strongest weapon is a cup of coffee and some cheese kottu,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
139,Theres no great conspiracy just a series of unfortunate events,Theres no great conspiracy just a series of unfortunate events,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,Serious replies only mate,Serious replies only mate,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,Personally I was around 55 and 48kg before I seriously started going to gym,Personally I was around 55 and 48kg before I seriously started going to gym,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142,match wenne naththang enna epa sorry,match wenne naththang enna epa sorry,original,FALSE,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Ill take your suggestion seriously and consider applying for roles slightly above my level or even internships that could turn into fulltime offers,Ill take your suggestion seriously and consider applying for roles slightly above my level or even internships that could turn into fulltime offers,original,FALSE,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Like Tecroot is selling their PS5 pro at 33lkhs and some others around 25lkhs or below so are they serious with their Warranty and do their Services well or they just hope and pray their device isnt faulty,Like Tecroot is selling their PS5 pro at 33lkhs and some others around 25lkhs or below so are they serious with their Warranty and do their Services well or they just hope and pray their device isnt faulty,original,FALSE,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,This issue needs serious attention by the new AKD government,This issue needs serious attention by the new AKD government,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146,Seriously taxing is fine but that number,Seriously taxing is fine but that number,original,FALSE,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Bro are you serious,Bro are you serious,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,For an audible reference check out a Sinhala speaker saying මල් flower vs a Tamil speaker saying தமிழ் Tamil,For an audible reference check out a Sinhala speaker saying මල් flower vs a Tamil speaker saying தமிழ் Tamil,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,listen to an english L for the ල sound and an indian or specifically tamil Laழ for the ළ sound,listen to an english L for the ල sound and an indian or specifically tamil Laழ for the ළ sound,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,The last good Sri Lankan movie I watched was Machan,The last good Sri Lankan movie I watched was Machan,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
151,I seriously dont understand why people watch sri lankan movies anymore,I seriously dont understand why people watch sri lankan movies anymore,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
152,Im going to get serious about the covers,Im going to get serious about the covers,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153,live simple and move out Machan me and my boys have been thinking about this,live simple and move out Machan me and my boys have been thinking about this,original,FALSE,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154,Thank you so much in advance machan,Thank you so much in advance machan,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
155,Mehen ganna epa nan rata gihin aran ennada kiyanne,Mehen ganna epa nan rata gihin aran ennada kiyanne,original,FALSE,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,If youre into iPhones Id say wait till iphone 17 series to come out cuz prices will go down significantly and you may be able to get Iphone 16 under 200k,If youre into iPhones Id say wait till iphone 17 series to come out cuz prices will go down significantly and you may be able to get Iphone 16 under 200k,original,FALSE,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
157,Honor 400 series looks promising,Honor 400 series looks promising,original,FALSE,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
159,My family members had S series phones with Exynos chips and they were HORRENDOUS,My family members had S series phones with Exynos chips and they were HORRENDOUS,original,FALSE,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
160,I am sure the doctors would start taking their job alittle seriously if this becomes normal,I am sure the doctors would start taking their job alittle seriously if this becomes normal,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161,In Sri Lanka I would maybe see a seriously crazy guy in the real sense maybe once a year,In Sri Lanka I would maybe see a seriously crazy guy in the real sense maybe once a year,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
162,If youre seriously looking for a job in SL it comes down to how you present yourself,If youre seriously looking for a job in SL it comes down to how you present yourself,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
163,Like seriously,Like seriously,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
164,But seriously funny enough that I wouldnt recognize its AI without you mentioning it,But seriously funny enough that I wouldnt recognize its AI without you mentioning it,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
165,Im starting to wonder if this raging hardon for trade protectionism Sri Lanka has always had is part and parcel of taking the Socialist in Democratic Socialist Republic of Sri Lanka way too seriously,Im starting to wonder if this raging hardon for trade protectionism Sri Lanka has always had is part and parcel of taking the Socialist in Democratic Socialist Republic of Sri Lanka way too seriously,original,FALSE,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Seriously SLT is messing with people,Seriously SLT is messing with people,original,FALSE,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167,Buy dialog router and request an antenna,Buy dialog router and request an antenna,original,FALSE,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
168,Or a Trip to Chennai by Sri Lankan Airlines,Or a Trip to Chennai by Sri Lankan Airlines,original,FALSE,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Ow epa weno oka ungema plan ekak qennath puluwan,Ow epa weno oka ungema plan ekak qennath puluwan,original,FALSE,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
170,Once inside their main branch salesperson there brought out a few phones they had and he kept referring to the devices as කෑලි when showing it to me ie,Once inside their main branch salesperson there brought out a few phones they had and he kept referring to the devices as කෑලි when showing it to me ie,original,FALSE,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,මේ පාට කෑලි 5යි තියෙන්නෙ,මේ පාට කෑලි 5යි තියෙන්නෙ,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172,The sane option is to leave here,The sane option is to leave here,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
173,මේක මහ කජ්ජක් නෙවෙයි,මේක මහ කජ්ජක් නෙවෙයි,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
174,අපිට දෙන්න කරල පෙන්නන්න,අපිට දෙන්න කරල පෙන්නන්න,original,FALSE,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
175,Yea you can get it from Nations Trust Bank Here,Yea you can get it from Nations Trust Bank Here,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
176,Dane at a temple for relatives or family friends,Dane at a temple for relatives or family friends,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,After that Harini Amarasuriya could become the first Head of State as Prime Minister if the Executive Presidency is abolished,After that Harini Amarasuriya could become the first Head of State as Prime Minister if the Executive Presidency is abolished,original,FALSE,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
178,Roads are cleaner drivers are more careful and people respect the law more,Roads are cleaner drivers are more careful and people respect the law more,original,FALSE,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
179,පෝන් එක පැත්තකින් තියල පාඩම් කරන්න පුතේ,පෝන් එක පැත්තකින් තියල පාඩම් කරන්න පුතේ,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
180,I appreciate you sharing your perspective on what real life can be like,I appreciate you sharing your perspective on what real life can be like,original,FALSE,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
181,Why is nobody else here making this sane point,Why is nobody else here making this sane point,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,I guess srilankans are also biharis then,I guess srilankans are also biharis then,original,FALSE,,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,අයි මේ හැව් අ නයිස් බිස්නස් අයිඩියා,අයි මේ හැව් අ නයිස් බිස්නස් අයිඩියා,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
185,Heres what I think the issue might be Island Coffe is ground very fine just like Harischandra this is to help brew coffee fast via a variety of ways mostly immersion based,Heres what I think the issue might be Island Coffe is ground very fine just like Harischandra this is to help brew coffee fast via a variety of ways mostly immersion based,original,FALSE,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
186,In fact Island Coffee and Harischandra are too fine for some Moka Pots and Coffee Machines too,In fact Island Coffee and Harischandra are too fine for some Moka Pots and Coffee Machines too,original,FALSE,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,They do have support with WooCommerceMagento Or else you build and host your site and you can integrate with IGP or other payment platform providers,They do have support with WooCommerceMagento Or else you build and host your site and you can integrate with IGP or other payment platform providers,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
188,If got permanently limited youre screwed dont keep a balance there,If got permanently limited youre screwed dont keep a balance there,original,FALSE,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
189,Very recently my Paypal got permanently banned and now im also out of options,Very recently my Paypal got permanently banned and now im also out of options,original,FALSE,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
190,Yeah mine got permanently deactivated too,Yeah mine got permanently deactivated too,original,FALSE,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
191,Back then I got a few instances of foreign banks not honouring payments to the other side of the planet but apart from that the platform itself is reliable,Back then I got a few instances of foreign banks not honouring payments to the other side of the planet but apart from that the platform itself is reliable,original,FALSE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
192,Thanks for sharing your experience ive started getting my site ready for Payhere with all the policy documents,Thanks for sharing your experience ive started getting my site ready for Payhere with all the policy documents,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
193,෴෴෴ India still continues to strongarm and project power in South Asia to this day learning from the American playbook to pursue it being a regional hegemon,෴෴෴ India still continues to strongarm and project power in South Asia to this day learning from the American playbook to pursue it being a regional hegemon,original,FALSE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
194,Plus nobodys got time nor the tongue flexibility to pronounce පුඵ්ඵුසීය එම්බොලිසම instead of Pulmonary embolism,Plus nobodys got time nor the tongue flexibility to pronounce පුඵ්ඵුසීය එම්බොලිසම instead of Pulmonary embolism,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,In many countries where education is in the local language theres typically one dominant language spoken by nearly everyone like English in the US Japanese in Japan or Korean in South Korea,In many countries where education is in the local language theres typically one dominant language spoken by nearly everyone like English in the US Japanese in Japan or Korean in South Korea,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,I think Japan also uses a localized form of English or their Katakana loan words that are easier to pronounce for the Japanese so Japan is the same,I think Japan also uses a localized form of English or their Katakana loan words that are easier to pronounce for the Japanese so Japan is the same,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197,Consider the following languages English French Spanish Portuguese Chinese Mandarin Russian German and Japanese,Consider the following languages English French Spanish Portuguese Chinese Mandarin Russian German and Japanese,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,The 90 of countries here have insane amount of resources and budget to support it,The 90 of countries here have insane amount of resources and budget to support it,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,I trust ChatGPT Plus o3 model more than your anecdotal evidence and Im highly confident that its correct for the vast majority of the countries I asked it about,I trust ChatGPT Plus o3 model more than your anecdotal evidence and Im highly confident that its correct for the vast majority of the countries I asked it about,original,FALSE,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,The lassana kello pada arinnawa bit was quite funny tho ngl,The lassana kello pada arinnawa bit was quite funny tho ngl,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,The worst part isnt the fake skincare ads which is causing irreversible damage to health its the fact some of these people are building their careers on their kids trauma milestones and meltdowns by using them for social media clout,The worst part isnt the fake skincare ads which is causing irreversible damage to health its the fact some of these people are building their careers on their kids trauma milestones and meltdowns by using them for social media clout,original,FALSE,,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202,It wasnt charity it was an obligation cultural moral often religious,It wasnt charity it was an obligation cultural moral often religious,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
203,Also both Sinhalese and Tamils are required to have a secondary language qualification to obtain a permanent position,Also both Sinhalese and Tamils are required to have a secondary language qualification to obtain a permanent position,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,AFAIK depending on rank most government officers including policeman of all ranks needs to pass a secondary language qualification to get permanent position,AFAIK depending on rank most government officers including policeman of all ranks needs to pass a secondary language qualification to get permanent position,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
205,AFAIK depending on rank most government officers including policeman of all ranks needs to pass a secondary language qualification to get permanent position,AFAIK depending on rank most government officers including policeman of all ranks needs to pass a secondary language qualification to get permanent position,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
206,Most of the avurudu sweets are from Malays and Javanese,Most of the avurudu sweets are from Malays and Javanese,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
207,Koekjesකූක්ච්යස් is the dutch name for Cookies like for ex chocolate chip cookies,Koekjesකූක්ච්යස් is the dutch name for Cookies like for ex chocolate chip cookies,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
208,The lake has not been cleaned regularly for some months,The lake has not been cleaned regularly for some months,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,knowing that I can drive and learning the proper way to drive is something i learnt at leaners,knowing that I can drive and learning the proper way to drive is something i learnt at leaners,original,FALSE,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
210,Yeah same thing happens in planes too,Yeah same thing happens in planes too,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,Back when netflix launched it had a massive catalog didnt have ads and actively encouraged password sharing,Back when netflix launched it had a massive catalog didnt have ads and actively encouraged password sharing,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
212,We had a 28ශ්රී van from 1983,We had a 28ශ්රී van from 1983,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
213,Do not go for Display Unit laptops these may have issues such as screen burn or image retention on IPS LCD screens,Do not go for Display Unit laptops these may have issues such as screen burn or image retention on IPS LCD screens,original,FALSE,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,you will see what happens if if this happens තේරෙයි හැබැයි කල් යයි,you will see what happens if if this happens තේරෙයි හැබැයි කල් යයි,original,FALSE,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217,OL වලට ආයේ මොන ලබ්බක් ඉගෙනගන්න ද බොල,OL වලට ආයේ මොන ලබ්බක් ඉගෙනගන්න ද බොල,original,FALSE,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,එච්චර advance ඉතිහාසයක් අපිට නෑ,එච්චර advance ඉතිහාසයක් අපිට නෑ,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,think about how we did PTS අර වලවල් කපන සබ් එක,think about how we did PTS අර වලවල් කපන සබ් එක,original,FALSE,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Make sure your target is a permanent value addition eg an education and not something trivial that will erode in a couple of years like a phone 3 Debit not credit,Make sure your target is a permanent value addition eg an education and not something trivial that will erode in a couple of years like a phone 3 Debit not credit,original,FALSE,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,ඕවා මොනාද ස්කෝලෙ ඉස්සරහ හැමදාම RDA එකෙයි හමුදාවේ යි වාහන ලමයිව ස්කොලෙන් ගන්න ඇවිත්,ඕවා මොනාද ස්කෝලෙ ඉස්සරහ හැමදාම RDA එකෙයි හමුදාවේ යි වාහන ලමයිව ස්කොලෙන් ගන්න ඇවිත්,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
